Date,Comp,Venue,Result,GF,GA,Opponent,Poss,Shots_For,SoT_For,SoT%_For,Shots_Against,SoT_Against,SoT%_Against,XG_for,XG_against
2026-08-21,Premier League,0,0,0.0,3.0,Arsenal,36.0,4.0,1.0,25.0,20.0,6.0,30.0,0.558336,1.85424
