Home,Away,Home_Poss_last3,Home_Poss_last5,Home_Shots_For_last3,Home_Shots_For_last5,Home_ShotsT_For_last3,Home_ShotsT_For_last5,Home_Shots_Against_last3,Home_Shots_Against_last5,Home_ShotsT_Against_last3,Home_ShotsT_Against_last5,Home_XG_for_last3,Home_XG_for_last5,Home_XG_against_last3,Home_XG_against_last5,Home_GF_last3,Home_GF_last5,Home_GA_last3,Home_GA_last5,Home_Result_last3,Home_Result_last5,Home_XG_Diff_last3,Home_XG_Diff_last5,Home_Goal_Diff_last3,Home_Goal_Diff_last5,Home_Home_Poss_last3,Home_Home_XG_for_last3,Home_Home_XG_against_last3,Home_Home_Result_last3,Home_Home_XG_Diff_last3,Home_Home_Goal_Diff_last3,Away_Poss_last3,Away_Poss_last5,Away_Shots_For_last3,Away_Shots_For_last5,Away_ShotsT_For_last3,Away_ShotsT_For_last5,Away_Shots_Against_last3,Away_Shots_Against_last5,Away_ShotsT_Against_last3,Away_ShotsT_Against_last5,Away_XG_for_last3,Away_XG_for_last5,Away_XG_against_last3,Away_XG_against_last5,Away_GF_last3,Away_GF_last5,Away_GA_last3,Away_GA_last5,Away_Result_last3,Away_Result_last5,Away_XG_Diff_last3,Away_XG_Diff_last5,Away_Goal_Diff_last3,Away_Goal_Diff_last5,Away_Away_Poss_last3,Away_Away_XG_for_last3,Away_Away_XG_against_last3,Away_Away_Result_last3,Away_Away_XG_Diff_last3,Away_Away_Goal_Diff_last3
Fulham,Brighton,52.3333,52.6,13.6667,13.4,4.0,3.4,11.6667,2.8,3.3333,11.6,1.1412,1.2487,2.1744,1.6294,1.6667,1.4,1.3333,0.8,1.6667,2.2,-1.0332,-0.3806,0.3333,0.6,51.6667,1.0272,1.3054,1.3333,-0.2782,0.0,53.6667,52.8,12.3333,12.2,4.3333,4.0,12.3333,5.0,4.3333,15.0,1.9642,1.5044,1.83,1.8687,1.6667,1.2,1.0,1.0,1.6667,1.2,0.1341,-0.3644,0.6667,0.2,52.6667,1.8297,2.4108,0.3333,-0.581,-1.0
